blockNumber,targetBlock,initialSeed,tokenId,createTokenSeed,timestamp,parentBlockId,parentBlockHash,difficulty,details,heroRarity
13762231,13762182,84447016041129223987806356452553293471209446421939816234624588686545466138076,7440009,9778296417259507326251065246794279955644758146366525349531629298203190486573521330549827611646604200207224183790343520711984793595584992012886618347243145,1640372176,13762230,0x5575f4d5ff51e59527fa643e178eef4abc9a62d8b3499dc1d85d1c57187bc4db,2,159736621267820280343742744201,0
13762231,13762223,45298017681554588633354037330194084976994112722664480811588160255216268092037,7440014,5245152105656095801807901686622024544271998290776618015024286910670881624033303033797955634469268946921227481487979938513508924892749832000950391526229646,1640372176,13762230,0x5575f4d5ff51e59527fa643e178eef4abc9a62d8b3499dc1d85d1c57187bc4db,2,120121327506129214924011964046,0
13762226,13762206,43150791682455959589377615400730407620841956580952619946373526287187521107449,7439954,4996520321155781922949136218756572253639249006679283725447395712840003944174556710143789851419569225006263675910702294505289292782836763047100305344923218,1640372161,13762225,0xf3eedaed4b856ab24a0def8f15576240613e15fb8e2b98a752f5f7e68cf82ed8,2,5316809037092060650078133885699666,3
13762232,13762221,100918598808671626307876279591097598929805193960417971877640308985055822696493,7440035,11685575398958616841968025230333992770191675968775781367256068972460847361184312934926747034248570267462821057335499478493571442876213620771159909707384483,1640372179,13762231,0x2659be438a5afba96b16ca071fbbf8929d8e51cd7b908ccdbb97d06623854b79,2,80508474027458909881800689315,0
13762232,13762217,91288248605479703852943692034119871791495296355470776238859613265967865485492,7440019,10570457028844011602167251749651854224409015575761119536905000977997984371104884014022129971211872694844344034451054391059247687037081875739757791799248531,1640372179,13762231,0x2659be438a5afba96b16ca071fbbf8929d8e51cd7b908ccdbb97d06623854b79,2,278578873266321654320349677203,0
13762232,13762206,43150791682455959589377615400730407620841956580952619946373526287187521107449,7440020,4996520321155781922949136218756572253639249006679283725447395712840003944174556710143789851419569225006263675910702294505289292782836763047100305344923284,1640372179,13762231,0x2659be438a5afba96b16ca071fbbf8929d8e51cd7b908ccdbb97d06623854b79,2,6578495653753813212389820171924,1
13762232,13762226,41001626883756668954567869125039280580600271442330681348696617820973237359175,7440036,4747664038999094964160799126551086201102607464720377792379338655424953185472699231940469779930762224008270371940155383943523267792164687853100731263452836,1640372179,13762231,0x2659be438a5afba96b16ca071fbbf8929d8e51cd7b908ccdbb97d06623854b79,2,199348302345078995613708813988,0
13762232,13762217,91288248605479703852943692034119871791495296355470776238859613265967865485492,7440041,10570457028844011602167251749651854224409015575761119536905000977997984371104884014022129971211872694844344034451054391059247687037081875739757791799248553,1640372179,13762231,0x2659be438a5afba96b16ca071fbbf8929d8e51cd7b908ccdbb97d06623854b79,2,286532486998316065818373283481257,2
13762225,13762214,114417616807584994274191383609981204521074938756606682596815223635278676624033,7439951,13248654895704931042269759727783351989891273060562340107134885861364192503405080089018017455446069183312646010805755639533243708978974587612952833341621839,1640372158,13762224,0x5eade88b9164ba600fb9809019c8ad15ffeda18a0e4657bb1e13ca5ddbc7d342,2,7806533400613042841070131578447,1
13762224,13762218,40799572086937156096551918590790362578192394937971860052523235438449339487365,7439939,4724267691934942138720482376337245947571861580645572106482224158060647956394788323919992915383968311667421677063634122213024488520551803027829629278848579,1640372155,13762223,0x6425c4f9fbd3a9d85ac22ade91d55e5dcd3582841ab2c8e8b7b9a07205a02285,2,159736638937388299457129449027,0
13762226,13762219,57348032964575125724943562917918923117680025551976811858630598015017758614343,7439961,6640448550618633803307355997174781117625881354673810789357024785648101485243760986799881380612349741682174660166901589602836240473772359856561785882642009,1640372161,13762225,0xf3eedaed4b856ab24a0def8f15576240613e15fb8e2b98a752f5f7e68cf82ed8,2,199349501826275982694463669849,0
13762225,13762218,40799572086937156096551918590790362578192394937971860052523235438449339487365,7439952,4724267691934942138720482376337245947571861580645572106482224158060647956394788323919992915383968311667421677063634122213024488520551803027829629278848592,1640372158,13762224,0x5eade88b9164ba600fb9809019c8ad15ffeda18a0e4657bb1e13ca5ddbc7d342,2,199349498320312618879173101136,0
13762233,13762218,40799572086937156096551918590790362578192394937971860052523235438449339487365,7440043,4724267691934942138720482376337245947571861580645572106482224158060647956394788323919992915383968311667421677063634122213024488520551803027829629278848683,1640372182,13762232,0x48d4efb47010838fc45ef3601a5305f363ce26feec375e3f3b43eee14b11abea,2,80508468158872278650835797675,0
13762234,13762207,71100055484799224373137595881893354276150574181133673979364725499238135367586,7440049,8232823969474004597802670514655273958371375952078257937194013932407518126607597162260732786591503059358273838061466225656038223357701216187625831192954545,1640372185,13762233,0x72fde0f7c4f10d86e173169c1eb25c2315eb4e77fd6be46b0bd4fa3fa9426509,2,80508461039730606491258947249,0
13762234,13762220,17710072824615280604181149972472426154995807685105325747695770077029087220205,7440047,2050686332907221065891391212474336453916076524050441399499309485673248649398100302765775596923289745857710939473785550645609894105876708659419530801546927,1640372185,13762233,0x72fde0f7c4f10d86e173169c1eb25c2315eb4e77fd6be46b0bd4fa3fa9426509,2,238964783705885964041991587503,0
13762235,13762224,42824677276930462540185385349734016807454966630439101353561274509073171600194,7440059,4958758852809599246867701603411138290983865072980077903617592138608873864127923734577466322889563500052384703738596987478211838364364612845720688175187643,1640372188,13762234,0x27bbfe67fd332ba440461316b6de3214fdaa9350c1d7ad2d4f28eee270d2cf27,2,238964797872982034951206700731,0
13762235,13762228,103736287206398685993344680466349240819247666752756181488697034596992624252742,7440055,12011841425351179025213817814334868722985837646388504511867390905484242418253798667960966385456277150379088174998015341484257479155295874949548043528144567,1640372188,13762234,0x27bbfe67fd332ba440461316b6de3214fdaa9350c1d7ad2d4f28eee270d2cf27,2,120121347575105903209435203255,0
13762235,13762224,42824677276930462540185385349734016807454966630439101353561274509073171600194,7440063,4958758852809599246867701603411138290983865072980077903617592138608873864127923734577466322889563500052384703738596987478211838364364612845720688175187647,1640372188,13762234,0x27bbfe67fd332ba440461316b6de3214fdaa9350c1d7ad2d4f28eee270d2cf27,2,238964778984565442185803171519,0
13762235,13762206,43150791682455959589377615400730407620841956580952619946373526287187521107449,7440061,4996520321155781922949136218756572253639249006679283725447395712840003944174556710143789851419569225006263675910702294505289292782836763047100305344923325,1640372188,13762234,0x27bbfe67fd332ba440461316b6de3214fdaa9350c1d7ad2d4f28eee270d2cf27,2,120120124483123588693817919165,0
13762235,13762212,23424423199628724549995801980425826932469597061593779763849612700972261180945,7440054,2712362901464069033777119183379034324241015908573987640939866002632298348660860897264446028141771837308279356773373382312624299058774218435895058001659574,1640372188,13762234,0x27bbfe67fd332ba440461316b6de3214fdaa9350c1d7ad2d4f28eee270d2cf27,2,199350709606124272841730918070,0
13762235,13762224,42824677276930462540185385349734016807454966630439101353561274509073171600194,7440062,4958758852809599246867701603411138290983865072980077903617592138608873864127923734577466322889563500052384703738596987478211838364364612845720688175187646,1640372188,13762234,0x27bbfe67fd332ba440461316b6de3214fdaa9350c1d7ad2d4f28eee270d2cf27,2,238962374118349799208688649918,0
13762236,13762231,17346450787622240377437446733181903329360268533743571386109530543581173205881,7440075,2008581777551068261184346854328059443338685729852175977907513622419447145331270645142749482467195836630810205741968060780956381335785334990641568335103691,1640372191,13762235,0xf0e859f3c713720e1a2484be2dd88a731a01355d790951d123df98726adcc1ea,2,199350714329536716724832929483,0
13762236,13762229,74746741066190011609904989009469313105291251008712562110244634246680959796719,7440074,8655081311734840925384159210792415062585009482838961956850417690174515989361576268890313596389292216347891968389673139393411360828977384895277912231610058,1640372191,13762235,0xf0e859f3c713720e1a2484be2dd88a731a01355d790951d123df98726adcc1ea,2,278576454232940134639795799754,0
13762236,13762227,64148426195107512407194818827831164530767147464384135884263321147907220213613,7440073,7427880290417280888255161232660673735186099902753121135324208015522254479120855972607774302971581685040194178480564699739914474960883486680882099703088841,1640372191,13762235,0xf0e859f3c713720e1a2484be2dd88a731a01355d790951d123df98726adcc1ea,2,278577653750811059386135447241,0
13762237,13762228,103736287206398685993344680466349240819247666752756181488697034596992624252742,7440078,12011841425351179025213817814334868722985837646388504511867390905484242418253798667960966385456277150379088174998015341484257479155295874949548043528144590,1640372194,13762236,0x16e420e5f4589bb360f8fcc4152c52f773b1c6a1022fc3b05428d51858769472,2,159735414701925151053540591310,0
13762237,13762165,16784367671880480747215618554704498351074180644341268819757806556947031148509,7440076,1943496999254309702525432739102755153822162505287831833499292322134690995815528897942927958610747793050823313491052942563182259651609742727625199720695500,1640372194,13762236,0x16e420e5f4589bb360f8fcc4152c52f773b1c6a1022fc3b05428d51858769472,2,80506036103421382521133303500,0
13762237,13762224,42824677276930462540185385349734016807454966630439101353561274509073171600194,7440077,4958758852809599246867701603411138290983865072980077903617592138608873864127923734577466322889563500052384703738596987478211838364364612845720688175187661,1640372194,13762236,0x16e420e5f4589bb360f8fcc4152c52f773b1c6a1022fc3b05428d51858769472,2,199350705991642172405320877773,0
13762238,13762226,41001626883756668954567869125039280580600271442330681348696617820973237359175,7440089,4747664038999094964160799126551086201102607464720377792379338655424953185472699231940469779930762224008270371940155383943523267792164687853100731263452889,1640372197,13762237,0x1d81b224fa9168e521c3d6705f51ca4e2ddb06b74c40a8421386ab87f8f49b79,2,5112775877528189111601680451289,1
13762238,13762227,64148426195107512407194818827831164530767147464384135884263321147907220213613,7440081,7427880290417280888255161232660673735186099902753121135324208015522254479120855972607774302971581685040194178480564699739914474960883486680882099703088849,1640372197,13762237,0x1d81b224fa9168e521c3d6705f51ca4e2ddb06b74c40a8421386ab87f8f49b79,2,199350711969650511982693025489,0
13762238,13762216,4975789520322452702207477385383185980873509814123627969456880055235436132208,7440086,576157064163280190183698434548011813388304857383272893713203482737073550390800355111827988050087557893000483753199850139626886352195391984567015540098774,1640372197,13762237,0x1d81b224fa9168e521c3d6705f51ca4e2ddb06b74c40a8421386ab87f8f49b79,2,80507265175211224665257248470,0
13762239,13762228,103736287206398685993344680466349240819247666752756181488697034596992624252742,7440099,12011841425351179025213817814334868722985837646388504511867390905484242418253798667960966385456277150379088174998015341484257479155295874949548043528144611,1640372200,13762238,0xdbdd6908966c2c89f0186b17b912151c9c0ef2887a2dc1fdacc2390e968eefc7,2,278576448294312396104058111715,0
13762253,13762247,12679376186243142585768281206731835793327154445045032431026764173940685227590,7440231,1468171458830967858794420754666618383478275208125467766396106293575786502015803630837170301498712859327560792556760889021167420287705981529220370920474471,1640372242,13762252,0x5ee34f334b5897b0988a563aaea8e77ef6c2f67cb5eff18daf158186ca1a491f,2,9074181579485905686708184254311,1
13762254,13762249,95829259017173364462675504744001032562890860691320726943319226974304971406119,7440243,11096270111662425906507075367624469757372734007573102805347369992278040187670538265600182893569942502348085163017648864059909910418426313602757218104608627,1640372245,13762253,0x4c5feae506b5a82170d718fee82356835e1801dbfe9b1659818705eb3de56ec0,2,9074185199070142022265607391091,1
13762254,13762249,95829259017173364462675504744001032562890860691320726943319226974304971406119,7440232,11096270111662425906507075367624469757372734007573102805347369992278040187670538265600182893569942502348085163017648864059909910418426313602757218104608616,1640372245,13762253,0x4c5feae506b5a82170d718fee82356835e1801dbfe9b1659818705eb3de56ec0,2,120120125625739731453334357864,0
13762255,13762249,95829259017173364462675504744001032562890860691320726943319226974304971406119,7440247,11096270111662425906507075367624469757372734007573102805347369992278040187670538265600182893569942502348085163017648864059909910418426313602757218104608631,1640372248,13762254,0x72fe3e140e0e9e745c92d2594f085af3345f4dddced82ab71f8755138452f571,2,120121347539364210666716104567,0
13762256,13762251,61611725448066074455298981533987774837181867577241788392225952974275104710527,7440251,7134150411147492048025256325833311329368260711432662707072700703052349764891554529438302978346961026599197204775583944352946460053294814376621217026246523,1640372251,13762255,0x243a61fd08cb4510f5075b8dd69be8de6f3daa7dd0f63b7ba5172bb609b4886e,2,159734215183798647028347668347,0
13762257,13762247,12679376186243142585768281206731835793327154445045032431026764173940685227590,7440254,1468171458830967858794420754666618383478275208125467766396106293575786502015803630837170301498712859327560792556760889021167420287705981529220370920474494,1640372254,13762256,0xc506cb647aa2975a0dde2e9a3ce9defdec75826e0258a537e4214cc7e2b9a075,2,120122539973758594602532702078,0
13762257,13762252,42919028671385276960687439726745889183383934690982143657130686733866126428447,7440257,4969683997895976338689884079307783103934736945687409722198385578053947037993061543760710706096918247954665633456514871817731029766321964929963862785099649,1640372254,13762256,0xc506cb647aa2975a0dde2e9a3ce9defdec75826e0258a537e4214cc7e2b9a075,2,159735414629292222163216074625,0
13762257,13762250,54891112286835212469388544186186197488958971928567134628294417401283875309445,7440262,6355956572252766381069111798796430436922901942685480204865622887870027627007432982442961867956859650243633214512958216860463185216372445931551233437435782,1640372254,13762256,0xc506cb647aa2975a0dde2e9a3ce9defdec75826e0258a537e4214cc7e2b9a075,2,120121326360195045139030312838,0
13762257,13762250,54891112286835212469388544186186197488958971928567134628294417401283875309445,7440253,6355956572252766381069111798796430436922901942685480204865622887870027627007432982442961867956859650243633214512958216860463185216372445931551233437435773,1640372254,13762256,0xc506cb647aa2975a0dde2e9a3ce9defdec75826e0258a537e4214cc7e2b9a075,2,8994953407414933134040223549309,1
13762259,13762253,34545248146661730803838576890439612212320692927557842026640371569312041103040,7440267,4000066456123487046261046728263448999321875848050258746385904449337718313907630129252472153721917528653881276678415790374151290590684898440928147482445707,1640372260,13762258,0xf54b4d63d879ce52c9c423a9f369ad4c317c29ac64bfd2d5e0c260941c142e96,2,3845126480211166853285419255691,1
13762258,13762251,61611725448066074455298981533987774837181867577241788392225952974275104710527,7440263,7134150411147492048025256325833311329368260711432662707072700703052349764891554529438302978346961026599197204775583944352946460053294814376621217026246535,1640372257,13762257,0x5ee97f4aa6d45a82b2722f2355cc9ab28af75668f8d6d1cb7e6cac610f48660e,2,278578861423509707199003854727,0
13762259,13762247,12679376186243142585768281206731835793327154445045032431026764173940685227590,7440264,1468171458830967858794420754666618383478275208125467766396106293575786502015803630837170301498712859327560792556760889021167420287705981529220370920474504,1640372260,13762258,0xf54b4d63d879ce52c9c423a9f369ad4c317c29ac64bfd2d5e0c260941c142e96,2,199349488838507146907275593608,0
13762260,13762247,12679376186243142585768281206731835793327154445045032431026764173940685227590,7440276,1468171458830967858794420754666618383478275208125467766396106293575786502015803630837170301498712859327560792556760889021167420287705981529220370920474516,1640372263,13762259,0xe73336d1aafb0c0baa898ed0074fbcb142a97c9a1d0df61686d82d71bde3deea,2,238963578398006088463140620180,0
13762261,13762255,16386415969943000421154027822134385929175591243845327089422927813345933559918,7440277,1897417340271423124308222252271583131380359893005334913310547131203530393560137411852706191519046187753975518744279216490580207892528545158403702029125525,1640372266,13762260,0x2bda751bc75978ae73aabd8ad5910c872522d5c603723fe11f2ce14d5bc6025b,2,120121334624084188581776689045,0
13762261,13762253,34545248146661730803838576890439612212320692927557842026640371569312041103040,7440283,4000066456123487046261046728263448999321875848050258746385904449337718313907630129252472153721917528653881276678415790374151290590684898440928147482445723,1640372266,13762260,0x2bda751bc75978ae73aabd8ad5910c872522d5c603723fe11f2ce14d5bc6025b,2,159735408723952840273187407771,0
13762261,13762247,12679376186243142585768281206731835793327154445045032431026764173940685227590,7440282,1468171458830967858794420754666618383478275208125467766396106293575786502015803630837170301498712859327560792556760889021167420287705981529220370920474522,1640372266,13762260,0x2bda751bc75978ae73aabd8ad5910c872522d5c603723fe11f2ce14d5bc6025b,2,80507246248887833836276254618,0
13762263,13762255,16386415969943000421154027822134385929175591243845327089422927813345933559918,7440296,1897417340271423124308222252271583131380359893005334913310547131203530393560137411852706191519046187753975518744279216490580207892528545158403702029125544,1640372272,13762262,0x75a507f2cfe1ca984a3a37c64f474478782665f09c475e4f3c5293cc9c30bc74,2,159734205701090203331162376104,0
13762264,13762255,16386415969943000421154027822134385929175591243845327089422927813345933559918,7440301,1897417340271423124308222252271583131380359893005334913310547131203530393560137411852706191519046187753975518744279216490580207892528545158403702029125549,1640372275,13762263,0xc64e814906f09eaa587a56868f866576f77dc9a39d33bf7d57cadbf126484f7e,2,9034571108368353448923210287021,1
13762264,13762249,95829259017173364462675504744001032562890860691320726943319226974304971406119,7440303,11096270111662425906507075367624469757372734007573102805347369992278040187670538265600182893569942502348085163017648864059909910418426313602757218104608687,1640372275,13762263,0xc64e814906f09eaa587a56868f866576f77dc9a39d33bf7d57cadbf126484f7e,2,2815160358078763713414881707951,1
13762262,13762251,61611725448066074455298981533987774837181867577241788392225952974275104710527,7440294,7134150411147492048025256325833311329368260711432662707072700703052349764891554529438302978346961026599197204775583944352946460053294814376621217026246566,1640372269,13762261,0x13e4485130aa1c6b57dcd9394a11162e82482fc2eac0a28d690cf165556baa54,2,159734203341207376288742999974,0
13762263,13762255,16386415969943000421154027822134385929175591243845327089422927813345933559918,7440298,1897417340271423124308222252271583131380359893005334913310547131203530393560137411852706191519046187753975518744279216490580207892528545158403702029125546,1640372272,13762262,0x75a507f2cfe1ca984a3a37c64f474478782665f09c475e4f3c5293cc9c30bc74,2,120120125662706403094698231722,0
13762263,13762257,42929961667311697429974938183931026480464703088496065441190823293256982881806,7440295,4970949952335919632118883372844600596804516800898963075656293631768249467703214805362771363280940400190915533140706981078938246739060347392223228432844711,1640372272,13762262,0x75a507f2cfe1ca984a3a37c64f474478782665f09c475e4f3c5293cc9c30bc74,2,278578880386839176166088214439,0
